index,assetsType,component_count,ema_avg_deviation,ema_max_deviation,issues
TIA-USDC,Altcoins,4,0.2225,0.3550,AL-5: ema_avg_update_lag 371s > 300s
TNSR-EUR,Altcoins,2,0.0853,0.1100,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 362s > 300s
TNSR-TRY,Altcoins,4,0.1242,0.1994,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 432s > 300s
TNSR-USD,Altcoins,4,0.1082,0.1732,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 414s > 300s
TNSR-USDC,Altcoins,5,0.2068,0.3165,AL-5: ema_avg_update_lag 434s > 300s
TNSR-USDT,Altcoins,5,0.1498,0.2249,AL-5: ema_avg_update_lag 392s > 300s
TON-EUR,Altcoins,4,0.0854,0.1286,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 363s > 300s
TON-TRY,Altcoins,5,0.0925,0.1431,AL-5: ema_avg_update_lag 334s > 300s
TON-USD,Altcoins,4,0.1200,0.1571,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 320s > 300s
TON-USDC,Altcoins,2,0.0878,0.1360,AL-1: OKX available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 733s > 300s
TON-USDT,Altcoins,5,0.1040,0.1532,AL-5: ema_avg_update_lag 314s > 300s
TOSHI-EUR,Altcoins,4,0.1346,0.2304,AL-5: ema_avg_update_lag 524s > 300s
TOSHI-USD,Altcoins,5,0.2370,0.3985,AL-5: ema_avg_update_lag 512s > 300s
TOSHI-USDC,Altcoins,5,0.1970,0.4023,AL-5: ema_avg_update_lag 566s > 300s
TOSHI-USDT,Altcoins,5,0.1809,0.3697,AL-5: ema_avg_update_lag 459s > 300s
TRA-EUR,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
TRA-USD,Altcoins,2,0.3094,0.3952,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 459s > 300s
TRA-USDC,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
TRA-USDT,Altcoins,2,0.4558,0.6042,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 414s > 300s
TRB-EUR,Altcoins,4,0.1331,0.2152,AL-5: ema_avg_update_lag 498s > 300s
TRB-USD,Altcoins,4,0.1311,0.2217,AL-5: ema_avg_update_lag 447s > 300s
TRB-USDC,Altcoins,4,0.1312,0.2111,AL-5: ema_avg_update_lag 513s > 300s
TRB-USDT,Altcoins,4,0.1308,0.2093,AL-5: ema_avg_update_lag 465s > 300s
TRUMP-AUD,Altcoins,5,0.1971,0.2406,AL-5: ema_avg_update_lag 310s > 300s
TRUMP-BRL,Altcoins,5,0.1218,0.1671,AL-5: ema_avg_update_lag 328s > 300s
TRUMP-EUR,Altcoins,5,0.1056,0.1526,AL-5: ema_avg_update_lag 316s > 300s
TRUMP-TRY,Altcoins,5,0.1043,0.1427,AL-5: ema_avg_update_lag 329s > 300s
TRUMP-USD,Altcoins,5,0.1010,0.1479,AL-5: ema_avg_update_lag 310s > 300s
TRUMP-USDC,Altcoins,5,0.2525,0.3367,AL-5: ema_avg_update_lag 333s > 300s
TRUST-USDT,Altcoins,3,0.2680,0.5020,AL-5: ema_avg_update_lag 447s > 300s
TRUTH-USDT,Altcoins,4,0.2467,0.4048,AL-5: ema_avg_update_lag 305s > 300s
TRX-EUR,Altcoins,4,0.0610,0.0933,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 480s > 300s
TRX-TRY,Altcoins,3,0.0878,0.1423,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 359s > 300s
TRX-USD,Altcoins,5,0.0962,0.1521,AL-5: ema_avg_update_lag 395s > 300s
TRX-USDC,Altcoins,2,0.0795,0.0951,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 500s > 300s
TSLA-USDT,TradFi,6,0.1019,0.1561,TF-1: dxFeed available but not in components
TSM-USDT,TradFi,3,0.1153,0.1600,TF-1: dxFeed available but not in components
TURBO-EUR,Altcoins,2,0.2115,0.2411,AL-1: OKX available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 410s > 300s
TURBO-TRY,Altcoins,3,0.1248,0.1874,AL-5: ema_avg_update_lag 331s > 300s
TURBO-USD,Altcoins,4,0.1165,0.1910,AL-5: ema_avg_update_lag 328s > 300s
TURBO-USDC,Altcoins,4,0.1332,0.2084,AL-5: ema_avg_update_lag 368s > 300s
TURBO-USDT,Altcoins,4,0.1892,0.2844,AL-5: ema_avg_update_lag 341s > 300s
UMA-EUR,Altcoins,1,0.2250,0.2250,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 464s > 300s
UMA-USD,Altcoins,3,0.1485,0.2629,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 572s > 300s
UMA-USDC,Altcoins,3,0.2104,0.2885,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 634s > 300s
UMA-USDT,Altcoins,3,0.1705,0.2356,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 550s > 300s
UNI-EUR,Altcoins,3,0.1772,0.3042,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 969s > 300s
UNI-USD,Altcoins,4,0.1401,0.2168,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 482s > 300s
UNI-USDC,Altcoins,4,0.0967,0.1200,AL-5: ema_avg_update_lag 348s > 300s
USAT-USD,Altcoins,3,0.0165,0.0268,AL-5: ema_avg_update_lag 893s > 300s
USAT-USDT,Altcoins,3,0.0160,0.0257,AL-5: ema_avg_update_lag 1026s > 300s
USD1-USDT,Altcoins,3,0.0121,0.0184,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 922s > 300s
USDG-EUR,Fiat,2,0.0179,0.0235,Fiat: only 2 components (need ≥3)
USDT-AED,Fiat,1,0.0164,0.0164,Fiat: only 1 components (need ≥3)
UXLINK-USD,Altcoins,2,2.1538,2.4766,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 2.15% > 0.5%; AL-5: ema_max_deviation 2.48% > 1.5%; AL-5: ema_avg_update_lag 348s > 300s; AL-5: OKX UXLINK/USDT deviation 2.31% > 2%
UXLINK-USDT,Altcoins,2,2.0407,2.3592,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 2.04% > 0.5%; AL-5: ema_max_deviation 2.36% > 1.5%; AL-5: OKX UXLINK/USDT deviation 2.19% > 2%
VANA-USDT,Altcoins,4,0.2670,0.4447,AL-5: ema_avg_update_lag 320s > 300s
VELO-EUR,Altcoins,4,0.4316,0.5056,AL-5: ema_avg_update_lag 363s > 300s
VELO-USD,Altcoins,3,0.1253,0.1865,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 310s > 300s
VELO-USDC,Altcoins,4,0.2069,0.3206,AL-5: ema_avg_update_lag 353s > 300s
VELO-USDT,Altcoins,4,0.1307,0.2039,AL-5: ema_avg_update_lag 319s > 300s
VELODROME-EUR,Altcoins,1,0.1190,0.1190,AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 399s > 300s
VELODROME-USD,Altcoins,3,0.2430,0.4123,AL-5: ema_avg_update_lag 530s > 300s
VELODROME-USDC,Altcoins,4,0.2214,0.3833,AL-5: ema_avg_update_lag 493s > 300s
VELODROME-USDT,Altcoins,4,0.2250,0.3931,AL-5: ema_avg_update_lag 478s > 300s
VINE-USD,Altcoins,3,0.1725,0.2698,AL-5: ema_avg_update_lag 396s > 300s
VINE-USDT,Altcoins,3,0.4299,0.5887,AL-5: ema_avg_update_lag 370s > 300s
VIRTUAL-EUR,Altcoins,2,0.1182,0.1380,AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 313s > 300s
VIRTUAL-USDC,Altcoins,5,0.1210,0.1685,AL-5: ema_avg_update_lag 315s > 300s
W-EUR,Altcoins,1,0.1071,0.1071,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 384s > 300s
W-TRY,Altcoins,4,0.2090,0.3778,AL-5: ema_avg_update_lag 577s > 300s
W-USD,Altcoins,3,0.2265,0.3926,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 620s > 300s
W-USDC,Altcoins,4,0.2078,0.3772,AL-5: ema_avg_update_lag 628s > 300s
W-USDT,Altcoins,4,0.2243,0.4849,AL-5: ema_avg_update_lag 571s > 300s
WAL-USDT,Altcoins,5,0.1552,0.2688,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 314s > 300s
WAXP-EUR,Altcoins,4,0.1406,0.2496,AL-5: ema_avg_update_lag 475s > 300s
WAXP-USD,Altcoins,4,0.1399,0.2563,AL-5: ema_avg_update_lag 442s > 300s
WAXP-USDC,Altcoins,4,0.1722,0.2759,AL-5: ema_avg_update_lag 463s > 300s
WAXP-USDT,Altcoins,4,0.1428,0.2636,AL-5: ema_avg_update_lag 411s > 300s
WCT-EUR,Altcoins,5,0.1374,0.2123,AL-5: ema_avg_update_lag 422s > 300s
WCT-TRY,Altcoins,5,0.1155,0.2175,AL-5: ema_avg_update_lag 387s > 300s
WCT-USD,Altcoins,5,0.1274,0.2059,AL-5: ema_avg_update_lag 394s > 300s
WCT-USDC,Altcoins,5,0.1105,0.1774,AL-5: ema_avg_update_lag 387s > 300s
WCT-USDT,Altcoins,5,0.1140,0.1875,AL-5: ema_avg_update_lag 349s > 300s
WET-USD,Altcoins,3,0.1107,0.1902,AL-5: ema_avg_update_lag 678s > 300s
WET-USDT,Altcoins,3,0.1174,0.1981,AL-5: ema_avg_update_lag 663s > 300s
WIF-EUR,Altcoins,2,0.2352,0.3321,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1238s > 300s
WIF-TRY,Altcoins,2,0.1654,0.2136,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 514s > 300s
WIF-USD,Altcoins,4,0.1816,0.2764,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 417s > 300s
WIF-USDC,Altcoins,4,0.1882,0.3411,AL-5: ema_avg_update_lag 606s > 300s
WIF-USDT,Altcoins,5,0.1860,0.4018,AL-5: ema_avg_update_lag 341s > 300s
WIN-EUR,Altcoins,1,0.0727,0.0727,AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 791s > 300s
WIN-USD,Altcoins,4,0.2275,0.3447,AL-5: ema_avg_update_lag 422s > 300s
WIN-USDC,Altcoins,4,0.2306,0.4181,AL-5: ema_avg_update_lag 584s > 300s
WIN-USDT,Altcoins,4,0.2315,0.3622,AL-5: ema_avg_update_lag 518s > 300s
WLD-EUR,Altcoins,4,0.1269,0.1641,AL-5: ema_avg_update_lag 335s > 300s
WLD-TRY,Altcoins,4,0.1432,0.1811,AL-5: ema_avg_update_lag 324s > 300s
WLD-USDC,Altcoins,4,0.1228,0.1528,AL-5: ema_avg_update_lag 332s > 300s
WLFI-EUR,Altcoins,4,0.1428,0.2203,AL-5: ema_avg_update_lag 421s > 300s
WLFI-TRY,Altcoins,4,0.0922,0.1603,AL-5: ema_avg_update_lag 412s > 300s
WLFI-USD,Altcoins,4,0.1143,0.1733,AL-5: ema_avg_update_lag 414s > 300s
WLFI-USDC,Altcoins,4,0.1162,0.1822,AL-5: ema_avg_update_lag 424s > 300s
WLFI-USDT,Altcoins,4,0.1140,0.1758,AL-5: ema_avg_update_lag 339s > 300s
WOO-EUR,Altcoins,4,0.1503,0.2377,AL-5: ema_avg_update_lag 638s > 300s
WOO-USD,Altcoins,4,0.2058,0.3535,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 571s > 300s
WOO-USDC,Altcoins,4,0.2096,0.3342,AL-5: ema_avg_update_lag 654s > 300s
WOO-USDT,Altcoins,4,0.2161,0.3464,AL-5: ema_avg_update_lag 530s > 300s
XAU-USD,TradFi,5,0.0945,0.1294,TF-3: Binance_LINEAR_PERPETUAL (score 4) available but not used; TF-3: OKX_PERPETUAL (score 4) available but not used
XAU-USDT,TradFi,5,0.0827,0.1335,TF-3: Binance_LINEAR_PERPETUAL (score 4) available but not used; TF-3: OKX_PERPETUAL (score 4) available but not used
XAUT-TRY,Altcoins,4,0.0626,0.0910,AL-5: ema_avg_update_lag 340s > 300s
XCH-EUR,Altcoins,3,0.2417,0.3821,AL-5: ema_avg_update_lag 503s > 300s
XCH-USD,Altcoins,3,0.2689,0.4060,AL-5: ema_avg_update_lag 477s > 300s
XCH-USDC,Altcoins,3,0.2647,0.4056,AL-5: ema_avg_update_lag 488s > 300s
XCH-USDT,Altcoins,3,0.2729,0.4155,AL-5: ema_avg_update_lag 488s > 300s
XCU-USDT,TradFi,3,0.0631,0.0957,TF-1: Binance_LINEAR_INDEX available but not in components; TF-3: Binance_LINEAR_PERPETUAL (score 4) available but not used
XLM-EUR,Altcoins,5,0.1449,0.2639,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 550s > 300s
XLM-USD,Altcoins,5,0.1422,0.1819,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 308s > 300s
XLM-USDC,Altcoins,4,0.1373,0.1779,AL-5: ema_avg_update_lag 323s > 300s
XPL-EUR,Altcoins,4,0.1214,0.1713,AL-5: ema_avg_update_lag 353s > 300s
XPL-TRY,Altcoins,4,0.1482,0.1743,AL-5: ema_avg_update_lag 376s > 300s
XPL-USD,Altcoins,4,0.1416,0.1712,AL-5: ema_avg_update_lag 321s > 300s
XPL-USDC,Altcoins,4,0.1294,0.1516,AL-5: ema_avg_update_lag 334s > 300s
XPT-USDT,TradFi,3,0.1826,0.2168,TF-1: Binance_LINEAR_INDEX available but not in components
XTZ-EUR,Altcoins,2,0.1268,0.1750,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1573s > 300s
XTZ-USD,Altcoins,4,0.1139,0.1934,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 406s > 300s
XTZ-USDC,Altcoins,4,0.1381,0.2087,AL-5: ema_avg_update_lag 454s > 300s
XTZ-USDT,Altcoins,4,0.1737,0.2515,AL-5: ema_avg_update_lag 407s > 300s
YB-EUR,Altcoins,4,0.2071,0.3206,AL-5: ema_avg_update_lag 376s > 300s
YB-USD,Altcoins,4,0.2386,0.3704,AL-5: ema_avg_update_lag 415s > 300s
YB-USDC,Altcoins,4,0.2483,0.3713,AL-5: ema_avg_update_lag 426s > 300s
YB-USDT,Altcoins,4,0.2854,0.4555,AL-5: ema_avg_update_lag 381s > 300s
YFI-EUR,Altcoins,4,0.1125,0.1996,AL-5: ema_avg_update_lag 555s > 300s
YFI-USD,Altcoins,3,0.1119,0.2170,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 520s > 300s
YFI-USDC,Altcoins,4,0.1708,0.2955,AL-5: ema_avg_update_lag 559s > 300s
YFI-USDT,Altcoins,4,0.1956,0.2941,AL-5: ema_avg_update_lag 527s > 300s
YGG-EUR,Altcoins,4,0.1818,0.2649,AL-5: ema_avg_update_lag 506s > 300s
YGG-USD,Altcoins,4,0.1765,0.2620,AL-5: ema_avg_update_lag 488s > 300s
YGG-USDC,Altcoins,4,0.2515,0.3548,AL-5: ema_avg_update_lag 478s > 300s
YGG-USDT,Altcoins,4,0.2081,0.3086,AL-5: ema_avg_update_lag 427s > 300s
ZAMA-EUR,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
ZAMA-TRY,Altcoins,4,0.1691,0.2339,AL-5: ema_avg_update_lag 322s > 300s
ZAMA-USD,Altcoins,4,0.1064,0.1430,AL-5: ema_avg_update_lag 319s > 300s
ZAMA-USDC,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
ZAMA-USDT,Altcoins,4,0.1436,0.1996,AL-5: ema_avg_update_lag 311s > 300s
ZBCN-EUR,Altcoins,3,0.2628,0.3487,AL-5: ema_avg_update_lag 329s > 300s
ZBCN-USD,Altcoins,3,0.2366,0.3356,AL-5: ema_avg_update_lag 310s > 300s
ZBCN-USDC,Altcoins,3,0.3046,0.3865,AL-5: ema_avg_update_lag 379s > 300s
ZEC-USDC,Altcoins,4,0.1857,0.2211,AL-5: ema_avg_update_lag 305s > 300s
ZEN-EUR,Altcoins,5,0.0999,0.1701,AL-5: ema_avg_update_lag 433s > 300s
ZEN-USD,Altcoins,5,0.1250,0.1934,AL-5: ema_avg_update_lag 432s > 300s
ZEN-USDC,Altcoins,5,0.1330,0.1969,AL-5: ema_avg_update_lag 436s > 300s
ZEN-USDT,Altcoins,5,0.1315,0.2065,AL-5: ema_avg_update_lag 383s > 300s
ZENT-USD,Altcoins,4,0.2758,0.4732,AL-5: ema_avg_update_lag 356s > 300s
ZENT-USDT,Altcoins,4,0.1932,0.3271,AL-5: ema_avg_update_lag 318s > 300s
ZETA-EUR,Altcoins,4,0.3217,0.7337,AL-5: ema_avg_update_lag 520s > 300s
ZETA-USD,Altcoins,5,0.2861,0.7743,AL-5: ema_avg_update_lag 582s > 300s
ZETA-USDC,Altcoins,4,0.3313,0.8227,AL-5: ema_avg_update_lag 510s > 300s
ZETA-USDT,Altcoins,4,0.3272,0.7694,AL-5: ema_avg_update_lag 429s > 300s
ZEUS-USD,Altcoins,3,0.3201,0.4703,AL-5: ema_avg_update_lag 519s > 300s
ZEUS-USDT,Altcoins,3,0.3030,0.4955,AL-5: ema_avg_update_lag 542s > 300s
ZIL-EUR,Altcoins,1,0.0770,0.0770,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 356s > 300s
ZIL-TRY,Altcoins,5,0.1561,0.3041,AL-5: ema_avg_update_lag 416s > 300s
ZIL-USD,Altcoins,3,0.1813,0.2738,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 442s > 300s
ZIL-USDC,Altcoins,5,0.2108,0.3699,AL-5: ema_avg_update_lag 429s > 300s
ZIL-USDT,Altcoins,5,0.1733,0.3206,AL-5: ema_avg_update_lag 416s > 300s
ZK-EUR,Altcoins,4,0.1178,0.1826,AL-5: ema_avg_update_lag 367s > 300s
ZK-TRY,Altcoins,4,0.1012,0.1594,AL-5: ema_avg_update_lag 331s > 300s
ZK-USD,Altcoins,4,0.1207,0.2083,AL-5: ema_avg_update_lag 388s > 300s
ZK-USDC,Altcoins,4,0.1079,0.1782,AL-5: ema_avg_update_lag 335s > 300s
ZK-USDT,Altcoins,4,0.1320,0.1921,AL-5: ema_avg_update_lag 300s > 300s
ZKJ-USD,Altcoins,3,0.1284,0.1984,AL-5: ema_avg_update_lag 403s > 300s
ZKJ-USDT,Altcoins,3,0.1172,0.1809,AL-5: ema_avg_update_lag 344s > 300s
ZKP-USDT,Altcoins,5,0.1985,0.3654,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 369s > 300s
ZORA-EUR,Altcoins,4,0.1392,0.2206,AL-5: ema_avg_update_lag 411s > 300s
ZORA-USD,Altcoins,5,0.1145,0.1965,AL-5: ema_avg_update_lag 380s > 300s
ZORA-USDC,Altcoins,5,0.1239,0.1891,AL-5: ema_avg_update_lag 383s > 300s
ZORA-USDT,Altcoins,5,0.1267,0.2733,AL-5: ema_avg_update_lag 346s > 300s
ZRO-EUR,Altcoins,1,0.1642,0.1642,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
ZRO-TRY,Altcoins,5,0.1813,0.2693,AL-5: ema_avg_update_lag 306s > 300s
ZRO-USD,Altcoins,4,0.1080,0.1532,AL-1: Binance available but not in components
ZRO-USDC,Altcoins,5,0.1679,0.2569,AL-5: ema_avg_update_lag 342s > 300s
ZRO-USDT,Altcoins,5,0.1454,0.1962,AL-5: ema_avg_update_lag 306s > 300s
ZRX-EUR,Altcoins,4,0.1517,0.2457,AL-5: ema_avg_update_lag 454s > 300s
ZRX-USD,Altcoins,4,0.1103,0.1780,AL-5: ema_avg_update_lag 441s > 300s
ZRX-USDC,Altcoins,4,0.1318,0.2302,AL-5: ema_avg_update_lag 472s > 300s
ZRX-USDT,Altcoins,4,0.2380,0.3688,AL-5: ema_avg_update_lag 454s > 300s
