index,assetsType,component_count,ema_avg_deviation,ema_max_deviation,issues
CETUS-USD,Altcoins,3,0.4885,0.6455,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 306s > 300s
CETUS-USDT,Altcoins,4,0.6110,0.8116,AL-5: ema_avg_deviation 0.61% > 0.5%
CFG-EUR,Altcoins,1,0.3106,0.3106,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 322s > 300s
CFG-TRY,Altcoins,4,0.3754,0.4856,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 354s > 300s
CFG-USD,Altcoins,4,0.3094,0.4979,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 304s > 300s
CFG-USDC,Altcoins,4,0.3068,0.4925,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 336s > 300s
CFG-USDT,Altcoins,4,0.3496,0.5485,AL-1: Binance available but not in components; AL-1: Bybit available but not in components
CFX-EUR,Altcoins,3,0.1311,0.1792,AL-5: ema_avg_update_lag 329s > 300s
CFX-USD,Altcoins,3,0.1545,0.2072,AL-5: ema_avg_update_lag 343s > 300s
CFX-USDC,Altcoins,3,0.1141,0.1539,AL-5: ema_avg_update_lag 351s > 300s
CHZ-EUR,Altcoins,3,0.3130,0.4619,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 701s > 300s
CHZ-TRY,Altcoins,3,0.2156,0.2760,AL-1: Bybit available but not in components
CHZ-USD,Altcoins,4,0.3055,0.4156,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 364s > 300s
CHZ-USDC,Altcoins,4,0.2160,0.2725,AL-5: ema_avg_update_lag 345s > 300s
CITY-EUR,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
CITY-USD,Altcoins,3,0.1284,0.1796,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 628s > 300s
CITY-USDC,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
CITY-USDT,Altcoins,3,0.1403,0.2292,AL-5: ema_avg_update_lag 552s > 300s
CL-USDT,TradFi,3,0.1971,0.2834,TF-1: Pyth available but not in components; TF-1: dxFeed available but not in components
COAI-USDT,Altcoins,4,0.1435,0.2340,AL-5: ema_avg_update_lag 315s > 300s
COIN-USDT,TradFi,6,0.1633,0.2754,TF-1: dxFeed available but not in components
COMP-EUR,Altcoins,2,0.1519,0.2085,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1898s > 300s
COMP-USD,Altcoins,4,0.1002,0.1592,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 365s > 300s
COMP-USDC,Altcoins,4,0.1441,0.2515,AL-5: ema_avg_update_lag 495s > 300s
COMP-USDT,Altcoins,4,0.1345,0.2435,AL-5: ema_avg_update_lag 453s > 300s
CORE-EUR,Altcoins,4,0.3732,0.4849,AL-5: ema_avg_update_lag 311s > 300s
CORE-USDC,Altcoins,4,0.4395,0.5699,AL-5: ema_avg_update_lag 317s > 300s
CRCL-USDT,TradFi,6,0.2193,0.3472,TF-1: dxFeed available but not in components
CRO-EUR,Altcoins,4,0.0625,0.0970,AL-5: ema_avg_update_lag 358s > 300s
CRO-TRY,Altcoins,4,0.0620,0.0885,AL-5: ema_avg_update_lag 318s > 300s
CRO-USD,Altcoins,4,0.0950,0.1388,AL-5: ema_avg_update_lag 393s > 300s
CRO-USDC,Altcoins,4,0.0665,0.1007,AL-5: ema_avg_update_lag 340s > 300s
CRO-USDT,Altcoins,4,0.0864,0.1226,AL-5: ema_avg_update_lag 317s > 300s
CRV-EUR,Altcoins,3,0.2384,0.3695,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 704s > 300s
CRV-USD,Altcoins,5,0.1154,0.1797,AL-5: ema_avg_update_lag 355s > 300s
CRV-USDC,Altcoins,4,0.2466,0.2983,AL-5: ema_avg_update_lag 348s > 300s
CRV-USDT,Altcoins,4,0.2547,0.3054,AL-5: ema_avg_update_lag 312s > 300s
CSPR-EUR,Altcoins,1,0.1797,0.1797,AL-1: OKX available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 447s > 300s
CSPR-USD,Altcoins,4,0.2348,0.3576,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 390s > 300s
CSPR-USDC,Altcoins,5,0.2409,0.3955,AL-5: ema_avg_update_lag 393s > 300s
CSPR-USDT,Altcoins,5,0.2303,0.3832,AL-5: ema_avg_update_lag 389s > 300s
CTC-EUR,Altcoins,4,0.2597,0.5411,AL-5: ema_avg_update_lag 501s > 300s
CTC-USD,Altcoins,4,0.2830,0.5751,AL-5: ema_avg_update_lag 498s > 300s
CTC-USDC,Altcoins,4,0.2833,0.5894,AL-5: ema_avg_update_lag 525s > 300s
CTC-USDT,Altcoins,4,0.2708,0.5748,AL-5: ema_avg_update_lag 466s > 300s
CVC-EUR,Altcoins,3,0.0870,0.1285,AL-5: ema_avg_update_lag 455s > 300s
CVC-USD,Altcoins,3,0.1011,0.1484,AL-5: ema_avg_update_lag 450s > 300s
CVC-USDC,Altcoins,3,0.1150,0.1743,AL-5: ema_avg_update_lag 513s > 300s
CVC-USDT,Altcoins,3,0.0947,0.1541,AL-5: ema_avg_update_lag 392s > 300s
CVX-EUR,Altcoins,4,0.2478,0.3926,AL-5: ema_avg_update_lag 429s > 300s
CVX-USD,Altcoins,4,0.2318,0.3589,AL-5: ema_avg_update_lag 379s > 300s
CVX-USDC,Altcoins,4,0.2695,0.4068,AL-5: ema_avg_update_lag 391s > 300s
CVX-USDT,Altcoins,4,0.2781,0.4109,AL-5: ema_avg_update_lag 359s > 300s
DAI-TRY,Altcoins,3,0.0402,0.0755,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 740s > 300s
DAI-USD,Altcoins,3,0.0313,0.0773,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 545s > 300s
DAI-USDT,Altcoins,3,0.0424,0.0729,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 786s > 300s
DASH-EUR,Altcoins,5,0.1205,0.1801,AL-5: ema_avg_update_lag 361s > 300s
DASH-USD,Altcoins,5,0.1498,0.2188,AL-5: ema_avg_update_lag 372s > 300s
DASH-USDC,Altcoins,5,0.1194,0.1892,AL-5: ema_avg_update_lag 353s > 300s
DASH-USDT,Altcoins,5,0.1797,0.2996,AL-5: ema_avg_update_lag 309s > 300s
DEGEN-EUR,Altcoins,5,0.1658,0.3115,AL-5: ema_avg_update_lag 535s > 300s
DEGEN-USD,Altcoins,5,0.1973,0.3297,AL-5: ema_avg_update_lag 592s > 300s
DEGEN-USDC,Altcoins,5,0.1497,0.3046,AL-5: ema_avg_update_lag 535s > 300s
DEGEN-USDT,Altcoins,5,0.2070,0.3333,AL-5: ema_avg_update_lag 557s > 300s
DGB-EUR,Altcoins,4,0.2091,0.3553,AL-5: ema_avg_update_lag 712s > 300s
DGB-USD,Altcoins,4,0.2388,0.4431,AL-5: ema_avg_update_lag 611s > 300s
DGB-USDC,Altcoins,4,0.2392,0.4468,AL-5: ema_avg_update_lag 667s > 300s
DGB-USDT,Altcoins,4,0.2106,0.3685,AL-5: ema_avg_update_lag 601s > 300s
DOGE-EUR,Topcoins,4,0.1833,0.4194,TC: ema_avg_deviation 0.18% ≥ 0.15%; TC: ema_max_deviation 0.42% ≥ 0.3%; TC: only 4 components (need ≥5)
DOGE-TRY,Topcoins,2,0.1046,0.1457,TC: only 2 components (need ≥5)
DOGS-EUR,Altcoins,4,0.2335,0.4146,AL-5: ema_avg_update_lag 424s > 300s
DOGS-USD,Altcoins,4,0.2063,0.3670,AL-5: ema_avg_update_lag 372s > 300s
DOGS-USDC,Altcoins,4,0.2890,0.5383,AL-5: ema_avg_update_lag 417s > 300s
DOGS-USDT,Altcoins,4,0.2374,0.4331,AL-5: ema_avg_update_lag 360s > 300s
DOOD-EUR,Altcoins,4,0.2937,0.4078,AL-5: ema_avg_update_lag 332s > 300s
DOOD-USD,Altcoins,4,0.3056,0.4546,AL-5: ema_avg_update_lag 335s > 300s
DOOD-USDC,Altcoins,4,0.4867,0.6046,AL-5: ema_avg_update_lag 387s > 300s
DOOD-USDT,Altcoins,4,0.4889,0.6437,AL-5: ema_avg_update_lag 302s > 300s
DORA-USDT,Altcoins,2,0.2200,0.2653,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 664s > 300s
DOT-EUR,Topcoins,4,0.1124,0.1514,TC: only 4 components (need ≥5)
DOT-TRY,Topcoins,2,0.1151,0.1243,TC: only 2 components (need ≥5)
DOT-USDC,Topcoins,4,0.1183,0.1710,TC: only 4 components (need ≥5)
DUCK-USD,Altcoins,3,0.3152,0.5927,AL-5: ema_avg_update_lag 377s > 300s
DUCK-USDT,Altcoins,3,0.3215,0.5893,AL-5: ema_avg_update_lag 388s > 300s
DYDX-EUR,Altcoins,5,0.2393,0.4444,AL-5: ema_avg_update_lag 366s > 300s
DYDX-USD,Altcoins,5,0.1671,0.2414,AL-5: ema_avg_update_lag 303s > 300s
DYDX-USDC,Altcoins,5,0.5054,0.7172,AL-5: ema_avg_deviation 0.51% > 0.5%; AL-5: ema_avg_update_lag 328s > 300s
EDEN-USDT,Altcoins,5,0.3398,0.7188,AL-5: ema_avg_update_lag 327s > 300s
EGLD-EUR,Altcoins,3,0.1921,0.3168,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1300s > 300s
EGLD-USD,Altcoins,5,0.1826,0.3654,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 743s > 300s
EGLD-USDC,Altcoins,5,0.1921,0.3039,AL-5: ema_avg_update_lag 498s > 300s
EGLD-USDT,Altcoins,5,0.1319,0.2394,AL-5: ema_avg_update_lag 453s > 300s
EIGEN-EUR,Altcoins,4,0.2031,0.3485,AL-5: ema_avg_update_lag 428s > 300s
EIGEN-TRY,Altcoins,2,0.2198,0.2744,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 580s > 300s
EIGEN-USD,Altcoins,4,0.1994,0.3013,AL-5: ema_avg_update_lag 448s > 300s
EIGEN-USDC,Altcoins,4,0.1920,0.3173,AL-5: ema_avg_update_lag 376s > 300s
EIGEN-USDT,Altcoins,4,0.2286,0.3689,AL-5: ema_avg_update_lag 341s > 300s
ELF-EUR,Altcoins,2,0.0838,0.1031,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 851s > 300s
ELF-USD,Altcoins,2,0.0721,0.0926,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 730s > 300s
ELF-USDC,Altcoins,2,0.0908,0.1277,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 764s > 300s
ELF-USDT,Altcoins,2,0.0814,0.0985,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 670s > 300s
ENA-EUR,Altcoins,5,0.2292,0.2772,AL-5: ema_avg_update_lag 378s > 300s
ENA-TRY,Altcoins,2,0.1479,0.1982,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 439s > 300s
ENA-USD,Altcoins,5,0.1323,0.1866,AL-5: ema_avg_update_lag 328s > 300s
ENA-USDC,Altcoins,5,0.2074,0.2708,AL-5: ema_avg_update_lag 356s > 300s
ENA-USDT,Altcoins,5,0.2358,0.3025,AL-5: ema_avg_update_lag 318s > 300s
ENJ-EUR,Altcoins,1,0.3565,0.3565,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 354s > 300s
ENJ-USD,Altcoins,4,0.2040,0.3349,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 357s > 300s
ENJ-USDC,Altcoins,5,0.4419,0.6192,AL-5: ema_avg_update_lag 434s > 300s
ENS-EUR,Altcoins,4,0.1403,0.2596,AL-5: ema_avg_update_lag 461s > 300s
ENS-USD,Altcoins,5,0.1407,0.2821,AL-5: ema_avg_update_lag 467s > 300s
ENS-USDC,Altcoins,4,0.1294,0.2534,AL-5: ema_avg_update_lag 495s > 300s
ENS-USDT,Altcoins,4,0.1491,0.2836,AL-5: ema_avg_update_lag 431s > 300s
ENSO-USDT,Altcoins,4,0.1347,0.2178,AL-1: Bybit available but not in components
ESP-USDT,Altcoins,4,0.2482,0.3497,AL-5: ema_avg_update_lag 357s > 300s
ETH-TRY,Topcoins,3,0.1314,0.1967,TC: only 3 components (need ≥5)
ETHFI-EUR,Altcoins,4,0.1626,0.2626,AL-5: ema_avg_update_lag 368s > 300s
ETHFI-TRY,Altcoins,3,0.2149,0.3362,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 608s > 300s
ETHFI-USD,Altcoins,4,0.1170,0.1892,AL-5: ema_avg_update_lag 306s > 300s
ETHFI-USDC,Altcoins,4,0.1413,0.2220,AL-5: ema_avg_update_lag 354s > 300s
ETHW-EUR,Altcoins,1,0.0810,0.0810,AL-1: OKX available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 685s > 300s
ETHW-USD,Altcoins,4,0.1864,0.2738,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 480s > 300s
ETHW-USDC,Altcoins,4,0.3194,0.4608,AL-5: ema_avg_update_lag 476s > 300s
ETHW-USDT,Altcoins,4,0.1609,0.2610,AL-5: ema_avg_update_lag 406s > 300s
EURC-USD,Fiat,1,0.0207,0.0277,Fiat: only 1 components (need ≥3)
EWJ-USDT,TradFi,3,0.1802,0.2831,TF-1: dxFeed available but not in components; TF-1: Binance_LINEAR_INDEX available but not in components; TF-3: Binance_LINEAR_PERPETUAL (score 4) available but not used
EWY-USDT,TradFi,3,0.1606,0.2191,TF-1: dxFeed available but not in components; TF-1: Binance_LINEAR_INDEX available but not in components; TF-3: Binance_LINEAR_PERPETUAL (score 4) available but not used
F-USDT,Altcoins,5,0.1331,0.2411,AL-5: ema_avg_update_lag 357s > 300s
FET-EUR,Altcoins,3,0.1941,0.2883,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 468s > 300s
FET-TRY,Altcoins,2,0.3980,0.5422,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 487s > 300s
FET-USD,Altcoins,4,0.2258,0.2665,AL-1: Bybit available but not in components
FET-USDC,Altcoins,5,0.1974,0.3677,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 376s > 300s
FIL-EUR,Altcoins,5,0.1317,0.1981,AL-5: ema_avg_update_lag 353s > 300s
FIL-TRY,Altcoins,5,0.1081,0.1646,AL-5: ema_avg_update_lag 310s > 300s
FIL-USD,Altcoins,5,0.1506,0.2253,AL-5: ema_avg_update_lag 364s > 300s
FIL-USDC,Altcoins,2,0.1340,0.1950,AL-1: OKX available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 561s > 300s
FIL-USDT,Altcoins,5,0.1404,0.1956,AL-5: ema_avg_update_lag 306s > 300s
FLOKI-EUR,Altcoins,1,0.0977,0.0977,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 465s > 300s
FLOKI-TRY,Altcoins,2,0.1128,0.1756,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 403s > 300s
FLOKI-USD,Altcoins,5,0.0939,0.1467,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 335s > 300s
FLOKI-USDC,Altcoins,6,0.1065,0.1699,AL-5: ema_avg_update_lag 357s > 300s
FLOKI-USDT,Altcoins,6,0.1223,0.2110,AL-5: ema_avg_update_lag 333s > 300s
FLOW-EUR,Altcoins,4,0.1652,0.2650,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 373s > 300s
FLOW-USD,Altcoins,5,0.1916,0.3838,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 425s > 300s
FLOW-USDC,Altcoins,5,0.2110,0.3570,AL-5: ema_avg_update_lag 422s > 300s
FLOW-USDT,Altcoins,5,0.1558,0.2876,AL-5: ema_avg_update_lag 341s > 300s
FLR-EUR,Altcoins,4,0.1138,0.1985,AL-5: ema_avg_update_lag 489s > 300s
FLR-USD,Altcoins,5,0.1152,0.2182,AL-5: ema_avg_update_lag 423s > 300s
FLR-USDC,Altcoins,4,0.1241,0.2113,AL-5: ema_avg_update_lag 490s > 300s
FLR-USDT,Altcoins,4,0.1093,0.1896,AL-5: ema_avg_update_lag 440s > 300s
FLUID-EUR,Altcoins,2,0.1180,0.1640,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 554s > 300s
FLUID-USD,Altcoins,2,0.1123,0.1377,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 521s > 300s
FLUID-USDC,Altcoins,2,0.1348,0.1728,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 561s > 300s
FLUID-USDT,Altcoins,2,0.1504,0.1907,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 471s > 300s
FOGO-EUR,Altcoins,4,0.1360,0.1951,AL-5: ema_avg_update_lag 362s > 300s
FOGO-TRY,Altcoins,4,0.1450,0.2007,AL-5: ema_avg_update_lag 331s > 300s
FOGO-USD,Altcoins,4,0.1336,0.1816,AL-5: ema_avg_update_lag 338s > 300s
FOGO-USDC,Altcoins,4,0.1414,0.2081,AL-5: ema_avg_update_lag 353s > 300s
FOGO-USDT,Altcoins,4,0.1405,0.1969,AL-5: ema_avg_update_lag 303s > 300s
G-EUR,Altcoins,5,0.2738,0.4258,AL-5: ema_avg_update_lag 507s > 300s
G-USD,Altcoins,5,0.2702,0.4616,AL-5: ema_avg_update_lag 487s > 300s
G-USDC,Altcoins,5,0.3427,0.5492,AL-5: ema_avg_update_lag 512s > 300s
G-USDT,Altcoins,5,0.4029,0.6265,AL-5: ema_avg_update_lag 458s > 300s
GALA-EUR,Altcoins,1,0.1094,0.1094,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 334s > 300s
GALA-USD,Altcoins,4,0.1652,0.2617,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 490s > 300s
GALA-USDC,Altcoins,4,0.2466,0.3790,AL-5: ema_avg_update_lag 409s > 300s
GALA-USDT,Altcoins,4,0.1755,0.2491,AL-5: ema_avg_update_lag 330s > 300s
GALFT-USDT,Altcoins,1,0.0347,0.0347,AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 817s > 300s
GAS-EUR,Altcoins,4,0.1607,0.2776,AL-5: ema_avg_update_lag 501s > 300s
GAS-USD,Altcoins,4,0.1649,0.2637,AL-5: ema_avg_update_lag 451s > 300s
GAS-USDC,Altcoins,4,0.1464,0.2621,AL-5: ema_avg_update_lag 559s > 300s
GAS-USDT,Altcoins,4,0.1624,0.2665,AL-5: ema_avg_update_lag 443s > 300s
GIGGLE-USDT,Altcoins,4,0.1722,0.3943,AL-5: ema_avg_update_lag 368s > 300s
GLM-EUR,Altcoins,4,0.1431,0.2212,AL-5: ema_avg_update_lag 572s > 300s
GLM-USD,Altcoins,4,0.1370,0.2233,AL-5: ema_avg_update_lag 611s > 300s
GLM-USDC,Altcoins,4,0.1571,0.2401,AL-5: ema_avg_update_lag 668s > 300s
GLM-USDT,Altcoins,4,0.1514,0.2574,AL-5: ema_avg_update_lag 656s > 300s
GMT-EUR,Altcoins,4,0.1203,0.1858,AL-5: ema_avg_update_lag 546s > 300s
GMT-USD,Altcoins,3,0.1454,0.2373,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 490s > 300s
GMT-USDC,Altcoins,4,0.1365,0.2251,AL-5: ema_avg_update_lag 551s > 300s
GMT-USDT,Altcoins,4,0.2056,0.2824,AL-5: ema_avg_update_lag 446s > 300s
GMX-USD,Altcoins,5,0.1412,0.2557,AL-5: ema_avg_update_lag 535s > 300s
GMX-USDT,Altcoins,5,0.1590,0.2711,AL-5: ema_avg_update_lag 525s > 300s
GOAT-EUR,Altcoins,1,0.2438,0.2438,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 324s > 300s
GOAT-USD,Altcoins,3,0.4106,0.6118,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 346s > 300s
GOAT-USDC,Altcoins,4,0.3709,0.5415,AL-5: ema_avg_update_lag 359s > 300s
GOAT-USDT,Altcoins,4,0.3383,0.5222,AL-5: ema_avg_update_lag 324s > 300s
GODS-USD,Altcoins,4,0.2674,0.4037,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 369s > 300s
GODS-USDT,Altcoins,4,0.2060,0.3251,AL-5: ema_avg_update_lag 337s > 300s
GOOGL-USDT,TradFi,5,0.1319,0.2843,TF-1: dxFeed available but not in components
GPS-USDT,Altcoins,5,0.1816,0.3060,AL-5: ema_avg_update_lag 334s > 300s
GRASS-USDT,Altcoins,5,0.1951,0.3114,AL-5: ema_avg_update_lag 326s > 300s
GRT-EUR,Altcoins,1,0.1577,0.2393,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1268s > 300s
GRT-USD,Altcoins,4,0.1648,0.2697,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 592s > 300s
GRT-USDC,Altcoins,5,0.1121,0.2063,AL-5: ema_avg_update_lag 478s > 300s
GRT-USDT,Altcoins,5,0.1218,0.2058,AL-5: ema_avg_update_lag 430s > 300s
HBAR-EUR,Altcoins,3,0.1542,0.2117,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 752s > 300s
HBAR-TRY,Altcoins,5,0.0775,0.1146,AL-5: ema_avg_update_lag 323s > 300s
HBAR-USD,Altcoins,5,0.0832,0.1177,AL-1: Bybit available but not in components
HBAR-USDC,Altcoins,5,0.1008,0.1390,AL-5: ema_avg_update_lag 346s > 300s
HMSTR-EUR,Altcoins,4,0.1231,0.1677,AL-5: ema_avg_update_lag 401s > 300s
HMSTR-TRY,Altcoins,4,0.0960,0.1552,AL-5: ema_avg_update_lag 454s > 300s
HMSTR-USD,Altcoins,4,0.1330,0.1809,AL-5: ema_avg_update_lag 489s > 300s
HMSTR-USDC,Altcoins,4,0.0862,0.1369,AL-5: ema_avg_update_lag 375s > 300s
HMSTR-USDT,Altcoins,4,0.1271,0.1743,AL-5: ema_avg_update_lag 362s > 300s
HOME-USDT,Altcoins,5,0.1553,0.2664,AL-5: ema_avg_update_lag 366s > 300s
HOOD-USDT,TradFi,6,0.1502,0.2199,TF-1: dxFeed available but not in components
HUMA-USDC,Altcoins,4,0.2693,0.3763,AL-5: ema_avg_update_lag 317s > 300s
HYPE-EUR,Altcoins,5,0.1411,0.2109,AL-5: ema_avg_update_lag 322s > 300s
HYPE-TRY,Altcoins,5,0.1411,0.2028,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 323s > 300s
HYPE-USD,Altcoins,5,0.1369,0.1779,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 304s > 300s
HYPE-USDC,Altcoins,5,0.1329,0.2306,AL-5: ema_avg_update_lag 340s > 300s
HYPE-USDT,Altcoins,5,0.1233,0.1658,AL-1: Bybit available but not in components
ICP-EUR,Altcoins,4,0.1594,0.2582,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 795s > 300s
ICP-TRY,Altcoins,4,0.1290,0.1692,AL-5: ema_avg_update_lag 361s > 300s
ICP-USD,Altcoins,5,0.0941,0.1477,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 329s > 300s
ICP-USDC,Altcoins,4,0.1274,0.2146,AL-5: ema_avg_update_lag 371s > 300s
ICP-USDT,Altcoins,4,0.0945,0.1371,AL-5: ema_avg_update_lag 317s > 300s
ICX-EUR,Altcoins,1,0.1048,0.1048,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 392s > 300s
ICX-USD,Altcoins,4,0.1365,0.2535,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 464s > 300s
ICX-USDC,Altcoins,5,0.1554,0.2613,AL-5: ema_avg_update_lag 561s > 300s
ICX-USDT,Altcoins,5,0.1391,0.2426,AL-5: ema_avg_update_lag 518s > 300s
ID-EUR,Altcoins,2,0.1335,0.1626,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 499s > 300s
ID-USD,Altcoins,4,0.1298,0.2337,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 509s > 300s
ID-USDC,Altcoins,5,0.2130,0.3495,AL-5: ema_avg_update_lag 570s > 300s
ID-USDT,Altcoins,5,0.1495,0.2508,AL-5: ema_avg_update_lag 482s > 300s
ILV-EUR,Altcoins,4,0.2987,0.5388,AL-5: ema_avg_update_lag 590s > 300s
ILV-USD,Altcoins,4,0.1963,0.3291,AL-5: ema_avg_update_lag 540s > 300s
ILV-USDC,Altcoins,4,0.2037,0.3278,AL-5: ema_avg_update_lag 583s > 300s
ILV-USDT,Altcoins,4,0.1897,0.3376,AL-5: ema_avg_update_lag 559s > 300s
IMX-EUR,Altcoins,2,0.1176,0.1618,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1519s > 300s
IMX-USD,Altcoins,5,0.2181,0.3475,AL-5: ema_avg_update_lag 421s > 300s
IMX-USDC,Altcoins,5,0.1722,0.3117,AL-5: ema_avg_update_lag 404s > 300s
IMX-USDT,Altcoins,5,0.1794,0.3616,AL-5: ema_avg_update_lag 364s > 300s
INIT-USDT,Altcoins,5,0.1686,0.2917,AL-5: ema_avg_update_lag 335s > 300s
INJ-EUR,Altcoins,3,0.1604,0.2204,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 994s > 300s
INJ-USD,Altcoins,4,0.1284,0.2231,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 349s > 300s
INJ-USDC,Altcoins,4,0.1495,0.2887,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 442s > 300s
INJ-USDT,Altcoins,5,0.1203,0.2377,AL-5: ema_avg_update_lag 317s > 300s
INTC-USDT,TradFi,5,0.1224,0.1729,TF-1: dxFeed available but not in components
IOST-EUR,Altcoins,4,0.1304,0.2402,AL-5: ema_avg_update_lag 688s > 300s
IOST-USD,Altcoins,4,0.1143,0.2248,AL-5: ema_avg_update_lag 667s > 300s
IOST-USDC,Altcoins,4,0.1546,0.2645,AL-5: ema_avg_update_lag 697s > 300s
