index,assetsType,component_count,ema_avg_deviation,ema_max_deviation,issues
OMI-USDT,Altcoins,2,0.2569,0.3426,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1536s > 300s
ONDO-EUR,Altcoins,1,0.3458,0.3458,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1578s > 300s
ONDO-TRY,Altcoins,5,0.4776,0.5291,AL-5: ema_avg_update_lag 1173s > 300s
ONDO-USD,Altcoins,4,0.3353,0.3785,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1116s > 300s
ONDO-USDC,Altcoins,5,0.3856,0.4277,AL-5: ema_avg_update_lag 1690s > 300s
ONDO-USDT,Altcoins,5,0.4043,0.4518,AL-5: ema_avg_update_lag 1482s > 300s
ONE-EUR,Altcoins,1,0.2608,0.2608,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 2118s > 300s
ONE-USD,Altcoins,4,0.2777,0.4841,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1452s > 300s
ONE-USDC,Altcoins,5,0.3697,0.6160,AL-5: ema_avg_update_lag 1574s > 300s
ONE-USDT,Altcoins,5,0.4497,0.6729,AL-5: ema_avg_update_lag 1755s > 300s
ONT-EUR,Altcoins,4,0.6003,0.7541,AL-5: ema_avg_deviation 0.60% > 0.5%; AL-5: ema_avg_update_lag 1708s > 300s
ONT-USD,Altcoins,4,0.5845,0.7632,AL-5: ema_avg_deviation 0.58% > 0.5%; AL-5: ema_avg_update_lag 1634s > 300s
ONT-USDC,Altcoins,4,0.6101,0.7703,AL-5: ema_avg_deviation 0.61% > 0.5%; AL-5: ema_avg_update_lag 1201s > 300s
ONT-USDT,Altcoins,4,0.6262,0.7623,AL-5: ema_avg_deviation 0.63% > 0.5%; AL-5: ema_avg_update_lag 1692s > 300s
OP-EUR,Altcoins,3,0.2199,0.2843,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 2097s > 300s
OP-TRY,Altcoins,5,0.1696,0.2290,AL-5: ema_avg_update_lag 1748s > 300s
OP-USD,Altcoins,5,0.2901,0.4888,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1514s > 300s
OP-USDC,Altcoins,5,0.1842,0.2211,AL-5: ema_avg_update_lag 1140s > 300s
OP-USDT,Altcoins,5,0.2425,0.2811,AL-5: ema_avg_update_lag 1032s > 300s
OPN-USDT,Altcoins,3,0.5995,0.6619,AL-1: Binance available but not in components; AL-5: ema_avg_deviation 0.60% > 0.5%; AL-5: ema_avg_update_lag 909s > 300s
ORBS-EUR,Altcoins,1,0.2757,0.2757,AL-1: OKX available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1569s > 300s
ORBS-USD,Altcoins,3,0.2640,0.4229,AL-5: ema_avg_update_lag 966s > 300s
ORBS-USDC,Altcoins,3,0.3106,0.4674,AL-5: ema_avg_update_lag 1712s > 300s
ORBS-USDT,Altcoins,3,0.2939,0.4340,AL-5: ema_avg_update_lag 1799s > 300s
ORCL-USDT,TradFi,2,0.1687,0.2100,TF-1: dxFeed available but not in components; TF-3: OKX_PERPETUAL (score 4) available but not used; TF-5: only 2 components (need ≥3)
ORDER-USDT,Altcoins,5,0.3054,0.4843,AL-5: ema_avg_update_lag 1663s > 300s
ORDI-EUR,Altcoins,4,0.1584,0.2474,AL-5: ema_avg_update_lag 1769s > 300s
ORDI-USD,Altcoins,4,0.1484,0.2250,AL-5: ema_avg_update_lag 1158s > 300s
ORDI-USDC,Altcoins,4,0.2499,0.3350,AL-5: ema_avg_update_lag 1807s > 300s
ORDI-USDT,Altcoins,4,0.2180,0.3517,AL-5: ema_avg_update_lag 1788s > 300s
PARTI-EUR,Altcoins,4,0.5163,0.6272,AL-5: ema_avg_deviation 0.52% > 0.5%; AL-5: ema_avg_update_lag 1659s > 300s
PARTI-TRY,Altcoins,2,0.7566,0.8330,AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 0.76% > 0.5%; AL-5: ema_avg_update_lag 2023s > 300s
PARTI-USD,Altcoins,4,0.4449,0.5844,AL-5: ema_avg_update_lag 1000s > 300s
PARTI-USDC,Altcoins,4,0.6249,0.7408,AL-5: ema_avg_deviation 0.62% > 0.5%; AL-5: ema_avg_update_lag 1676s > 300s
PARTI-USDT,Altcoins,4,0.5534,0.6524,AL-5: ema_avg_deviation 0.55% > 0.5%; AL-5: ema_avg_update_lag 1447s > 300s
PAXG-TRY,Altcoins,2,0.1319,0.1467,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1618s > 300s
PAXG-USD,Altcoins,4,0.0883,0.1075,AL-5: ema_avg_update_lag 1215s > 300s
PAXG-USDT,Altcoins,4,0.0912,0.1119,AL-5: ema_avg_update_lag 898s > 300s
PENDLE-EUR,Altcoins,5,0.1771,0.2839,AL-5: ema_avg_update_lag 1483s > 300s
PENDLE-USD,Altcoins,5,0.1765,0.2670,AL-5: ema_avg_update_lag 1102s > 300s
PENDLE-USDC,Altcoins,5,0.1866,0.3007,AL-5: ema_avg_update_lag 1814s > 300s
PENDLE-USDT,Altcoins,5,0.2053,0.3295,AL-5: ema_avg_update_lag 1767s > 300s
PENGU-EUR,Altcoins,4,0.1439,0.1671,AL-5: ema_avg_update_lag 1713s > 300s
PENGU-TRY,Altcoins,3,0.1705,0.2342,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1866s > 300s
PENGU-USD,Altcoins,4,0.1922,0.2169,AL-5: ema_avg_update_lag 1048s > 300s
PENGU-USDC,Altcoins,4,0.1430,0.1852,AL-5: ema_avg_update_lag 1636s > 300s
PENGU-USDT,Altcoins,4,0.2208,0.2550,AL-5: ema_avg_update_lag 1700s > 300s
PEOPLE-EUR,Altcoins,1,0.1511,0.1511,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1677s > 300s
PEOPLE-USD,Altcoins,4,0.1342,0.2190,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1189s > 300s
PEOPLE-USDC,Altcoins,5,0.1981,0.3275,AL-5: ema_avg_update_lag 1746s > 300s
PEOPLE-USDT,Altcoins,5,0.2125,0.3168,AL-5: ema_avg_update_lag 1852s > 300s
PEPE-BRL,Altcoins,5,0.1932,0.3160,AL-5: ema_avg_update_lag 1877s > 300s
PEPE-EUR,Altcoins,5,0.1431,0.2229,AL-5: ema_avg_update_lag 1429s > 300s
PEPE-TRY,Altcoins,3,0.1473,0.2031,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1398s > 300s
PEPE-USD,Altcoins,5,0.1112,0.1426,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 991s > 300s
PEPE-USDC,Altcoins,4,0.1915,0.2990,AL-5: ema_avg_update_lag 2034s > 300s
PEPE-USDT,Altcoins,5,0.1691,0.2493,AL-5: ema_avg_update_lag 1745s > 300s
PHA-TRY,Altcoins,4,0.2823,0.4424,AL-5: ema_avg_update_lag 1794s > 300s
PHA-USD,Altcoins,4,0.2900,0.4600,AL-5: ema_avg_update_lag 1741s > 300s
PHA-USDT,Altcoins,4,0.3703,0.5596,AL-5: ema_avg_update_lag 1024s > 300s
PI-BRL,Altcoins,3,0.1451,0.1800,AL-5: ema_avg_update_lag 1656s > 300s
PI-EUR,Altcoins,3,0.3721,0.4038,AL-5: ema_avg_update_lag 1703s > 300s
PI-TRY,Altcoins,3,0.1990,0.2316,AL-5: ema_avg_update_lag 1639s > 300s
PI-USD,Altcoins,3,0.1684,0.1937,AL-5: ema_avg_update_lag 1221s > 300s
PI-USDC,Altcoins,3,0.1752,0.2410,AL-5: ema_avg_update_lag 1824s > 300s
PI-USDT,Altcoins,3,0.2318,0.2683,AL-5: ema_avg_update_lag 1472s > 300s
PIEVERSE-USDT,Altcoins,4,0.3228,0.4899,AL-5: ema_avg_update_lag 1631s > 300s
PIPPIN-USDT,Altcoins,5,1.6197,1.8938,AL-5: ema_avg_deviation 1.62% > 0.5%; AL-5: ema_max_deviation 1.89% > 1.5%; AL-5: ema_avg_update_lag 1394s > 300s
PIXEL-USD,Altcoins,4,0.5912,0.7211,AL-5: ema_avg_deviation 0.59% > 0.5%; AL-5: ema_avg_update_lag 1730s > 300s
PIXEL-USDT,Altcoins,4,0.6134,0.7363,AL-5: ema_avg_deviation 0.61% > 0.5%; AL-5: ema_avg_update_lag 1262s > 300s
PLTR-USDT,TradFi,5,0.2552,0.2996,TF-1: dxFeed available but not in components
PLUME-USDT,Altcoins,5,0.4167,0.5406,AL-5: ema_avg_update_lag 1706s > 300s
PNUT-EUR,Altcoins,4,0.1580,0.2568,AL-5: ema_avg_update_lag 1209s > 300s
PNUT-TRY,Altcoins,3,0.2022,0.2488,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1594s > 300s
PNUT-USD,Altcoins,4,0.1719,0.2729,AL-5: ema_avg_update_lag 1300s > 300s
PNUT-USDC,Altcoins,4,0.2615,0.3470,AL-5: ema_avg_update_lag 1409s > 300s
PNUT-USDT,Altcoins,4,0.2589,0.3601,AL-5: ema_avg_update_lag 1626s > 300s
POL-EUR,Altcoins,4,0.1645,0.2192,AL-5: ema_avg_update_lag 1742s > 300s
POL-TRY,Altcoins,4,0.1833,0.2301,AL-5: ema_avg_update_lag 1715s > 300s
POL-USD,Altcoins,4,0.1373,0.1868,AL-5: ema_avg_update_lag 999s > 300s
POL-USDC,Altcoins,4,0.1501,0.1990,AL-5: ema_avg_update_lag 1159s > 300s
POL-USDT,Altcoins,4,0.1668,0.2325,AL-5: ema_avg_update_lag 1719s > 300s
POPCAT-USDT,Altcoins,5,0.2388,0.3834,AL-5: ema_avg_update_lag 1514s > 300s
POR-USD,Altcoins,2,0.2307,0.2872,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1234s > 300s
POR-USDT,Altcoins,2,0.2665,0.3247,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1747s > 300s
PRCL-USD,Altcoins,4,0.3194,0.4608,AL-5: ema_avg_update_lag 1396s > 300s
PRCL-USDT,Altcoins,4,0.3308,0.5217,AL-5: ema_avg_update_lag 1119s > 300s
PROMPT-EUR,Altcoins,4,0.1931,0.2570,AL-5: ema_avg_update_lag 1623s > 300s
PROMPT-USD,Altcoins,4,0.1966,0.2593,AL-5: ema_avg_update_lag 1577s > 300s
PROMPT-USDC,Altcoins,4,0.1903,0.2747,AL-5: ema_avg_update_lag 1687s > 300s
PROMPT-USDT,Altcoins,4,0.2075,0.2738,AL-5: ema_avg_update_lag 1334s > 300s
PROVE-EUR,Altcoins,5,0.8723,0.9444,AL-5: ema_avg_deviation 0.87% > 0.5%; AL-5: ema_avg_update_lag 1310s > 300s
PROVE-USD,Altcoins,5,0.6508,0.7267,AL-5: ema_avg_deviation 0.65% > 0.5%; AL-5: ema_avg_update_lag 984s > 300s
PROVE-USDC,Altcoins,5,1.0700,1.1452,AL-5: ema_avg_deviation 1.07% > 0.5%; AL-5: ema_avg_update_lag 1613s > 300s
PROVE-USDT,Altcoins,5,1.2228,1.3008,AL-5: ema_avg_deviation 1.22% > 0.5%; AL-5: ema_avg_update_lag 1706s > 300s
PUMP-EUR,Altcoins,5,0.2135,0.2807,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1764s > 300s
PUMP-TRY,Altcoins,3,0.2139,0.2791,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1863s > 300s
PUMP-USD,Altcoins,5,0.1646,0.2428,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1629s > 300s
PUMP-USDC,Altcoins,5,0.2155,0.2931,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1706s > 300s
PUMP-USDT,Altcoins,5,0.3085,0.3794,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1508s > 300s
PYTH-EUR,Altcoins,5,0.1897,0.2691,AL-5: ema_avg_update_lag 1761s > 300s
PYTH-USD,Altcoins,4,0.1591,0.2024,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1627s > 300s
PYTH-USDC,Altcoins,5,0.2053,0.2673,AL-5: ema_avg_update_lag 1760s > 300s
PYTH-USDT,Altcoins,5,0.1661,0.2170,AL-5: ema_avg_update_lag 1693s > 300s
QQQ-USDT,TradFi,5,0.0741,0.1097,TF-1: dxFeed available but not in components
QTUM-EUR,Altcoins,1,0.1646,0.1646,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1697s > 300s
QTUM-USD,Altcoins,5,0.1758,0.2615,AL-5: ema_avg_update_lag 1072s > 300s
QTUM-USDC,Altcoins,5,0.2021,0.3115,AL-5: ema_avg_update_lag 1730s > 300s
QTUM-USDT,Altcoins,5,0.2171,0.3192,AL-5: ema_avg_update_lag 1831s > 300s
RAVE-USDT,Altcoins,3,0.4234,0.5376,AL-5: ema_avg_update_lag 1422s > 300s
RAY-EUR,Altcoins,4,0.1352,0.2038,AL-5: ema_avg_update_lag 1804s > 300s
RAY-USD,Altcoins,4,0.1413,0.2229,AL-5: ema_avg_update_lag 1726s > 300s
RAY-USDC,Altcoins,4,0.1601,0.2599,AL-5: ema_avg_update_lag 1863s > 300s
RAY-USDT,Altcoins,4,0.1908,0.2881,AL-5: ema_avg_update_lag 1452s > 300s
RECALL-USDT,Altcoins,4,0.2730,0.4009,AL-5: ema_avg_update_lag 1827s > 300s
RENDER-EUR,Altcoins,4,0.3250,0.3671,AL-5: ema_avg_update_lag 1679s > 300s
RENDER-TRY,Altcoins,4,0.2733,0.3284,AL-5: ema_avg_update_lag 1667s > 300s
RENDER-USD,Altcoins,4,0.2464,0.3039,AL-5: ema_avg_update_lag 1073s > 300s
RENDER-USDC,Altcoins,4,0.3259,0.3843,AL-5: ema_avg_update_lag 1624s > 300s
RENDER-USDT,Altcoins,4,0.5412,0.5932,AL-5: ema_avg_deviation 0.54% > 0.5%; AL-5: ema_avg_update_lag 1723s > 300s
RESOLV-EUR,Altcoins,5,0.4510,0.6791,AL-5: ema_avg_update_lag 1712s > 300s
RESOLV-TRY,Altcoins,2,0.5808,0.6780,AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 0.58% > 0.5%; AL-5: ema_avg_update_lag 2021s > 300s
RESOLV-USD,Altcoins,4,0.3520,0.4960,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1598s > 300s
RESOLV-USDC,Altcoins,5,0.4015,0.5512,AL-5: ema_avg_update_lag 1612s > 300s
RESOLV-USDT,Altcoins,5,0.5117,0.6846,AL-5: ema_avg_deviation 0.51% > 0.5%; AL-5: ema_avg_update_lag 1771s > 300s
RIVER-USDT,Altcoins,3,1.4016,3.1142,AL-5: ema_avg_deviation 1.40% > 0.5%; AL-5: ema_max_deviation 3.11% > 1.5%; AL-5: ema_avg_update_lag 1694s > 300s; AL-5: Binance_LINEAR_PERPETUAL RIVER/USDT deviation 2.72% > 2%
RLS-USDT,Altcoins,5,0.2593,0.4064,AL-5: ema_avg_update_lag 1139s > 300s
ROBO-EUR,Altcoins,4,0.6639,0.8148,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-5: ema_avg_deviation 0.66% > 0.5%; AL-5: ema_avg_update_lag 1697s > 300s
ROBO-TRY,Altcoins,6,0.8073,0.9548,AL-1: Binance available but not in components; AL-5: ema_avg_deviation 0.81% > 0.5%; AL-5: ema_avg_update_lag 1688s > 300s
ROBO-USD,Altcoins,5,0.7378,0.8574,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-5: ema_avg_deviation 0.74% > 0.5%; AL-5: ema_avg_update_lag 1154s > 300s
ROBO-USDC,Altcoins,4,0.7324,0.9001,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-5: ema_avg_deviation 0.73% > 0.5%; AL-5: ema_avg_update_lag 1641s > 300s
ROBO-USDT,Altcoins,5,0.8312,1.0183,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-5: ema_avg_deviation 0.83% > 0.5%; AL-5: ema_avg_update_lag 1677s > 300s
RON-EUR,Altcoins,3,0.1964,0.2684,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1386s > 300s
RON-USD,Altcoins,3,0.1785,0.2572,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1013s > 300s
RON-USDC,Altcoins,3,0.2073,0.2997,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1183s > 300s
RON-USDT,Altcoins,3,0.2145,0.3375,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1766s > 300s
RPL-EUR,Altcoins,5,0.2719,0.5418,AL-5: ema_avg_update_lag 1956s > 300s
RPL-USD,Altcoins,5,0.2744,0.5459,AL-5: ema_avg_update_lag 2051s > 300s
RPL-USDC,Altcoins,5,0.2801,0.4979,AL-5: ema_avg_update_lag 2138s > 300s
RPL-USDT,Altcoins,5,0.2798,0.4790,AL-5: ema_avg_update_lag 1994s > 300s
RSR-EUR,Altcoins,4,0.3888,0.4807,AL-5: ema_avg_update_lag 1673s > 300s
RSR-USD,Altcoins,4,0.3927,0.4790,AL-5: ema_avg_update_lag 1339s > 300s
RSR-USDC,Altcoins,4,0.4897,0.6153,AL-5: ema_avg_update_lag 1738s > 300s
RSR-USDT,Altcoins,4,0.4453,0.5549,AL-5: ema_avg_update_lag 1659s > 300s
RVN-EUR,Altcoins,2,0.1633,0.1920,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1393s > 300s
RVN-USD,Altcoins,5,0.1926,0.3006,AL-5: ema_avg_update_lag 1105s > 300s
RVN-USDC,Altcoins,5,0.2307,0.3417,AL-5: ema_avg_update_lag 1665s > 300s
RVN-USDT,Altcoins,5,0.1807,0.2745,AL-5: ema_avg_update_lag 1099s > 300s
S-USD,Altcoins,5,0.2849,0.3721,AL-5: ema_avg_update_lag 1743s > 300s
S-USDT,Altcoins,5,0.2527,0.3374,AL-5: ema_avg_update_lag 1394s > 300s
SAFE-EUR,Altcoins,4,0.1930,0.3160,AL-5: ema_avg_update_lag 1767s > 300s
SAFE-USD,Altcoins,4,0.1981,0.3229,AL-5: ema_avg_update_lag 1730s > 300s
SAFE-USDC,Altcoins,4,0.1811,0.3033,AL-5: ema_avg_update_lag 1415s > 300s
SAFE-USDT,Altcoins,4,0.2067,0.3142,AL-5: ema_avg_update_lag 1786s > 300s
SAHARA-EUR,Altcoins,4,0.6248,0.7364,AL-5: ema_avg_deviation 0.62% > 0.5%; AL-5: ema_avg_update_lag 1629s > 300s
SAHARA-TRY,Altcoins,3,0.3711,0.4492,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1644s > 300s
SAHARA-USD,Altcoins,3,0.3011,0.3666,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1134s > 300s
SAHARA-USDC,Altcoins,4,0.4299,0.5345,AL-5: ema_avg_update_lag 1695s > 300s
SAHARA-USDT,Altcoins,3,0.3680,0.4476,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1445s > 300s
SAND-EUR,Altcoins,4,0.6635,1.4868,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_deviation 0.66% > 0.5%; AL-5: ema_avg_update_lag 2551s > 300s; AL-5: Bitstamp SAND/EUR deviation 2.28% > 2%
SAND-USD,Altcoins,5,0.1702,0.2697,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1245s > 300s
SAND-USDC,Altcoins,4,0.1653,0.2220,AL-5: ema_avg_update_lag 1989s > 300s
SAND-USDT,Altcoins,4,0.1654,0.2318,AL-5: ema_avg_update_lag 1582s > 300s
SAPIEN-USDT,Altcoins,5,0.2653,0.4074,AL-5: ema_avg_update_lag 1608s > 300s
SATS-EUR,Altcoins,1,0.2034,0.2034,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 2342s > 300s
SATS-USD,Altcoins,4,0.2090,0.3240,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1920s > 300s
SATS-USDC,Altcoins,5,0.3579,0.5383,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1846s > 300s
SATS-USDT,Altcoins,5,0.3329,0.5720,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1868s > 300s
SCR-EUR,Altcoins,1,0.0430,0.0430,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
SCR-USD,Altcoins,4,0.2885,0.3904,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1777s > 300s
SCR-USDT,Altcoins,5,0.2835,0.3858,AL-5: ema_avg_update_lag 1879s > 300s
SD-USD,Altcoins,3,0.2122,0.3632,AL-5: ema_avg_update_lag 1363s > 300s
SD-USDT,Altcoins,3,0.2015,0.3137,AL-5: ema_avg_update_lag 1781s > 300s
SEI-EUR,Altcoins,5,0.1452,0.2049,AL-5: ema_avg_update_lag 1860s > 300s
SEI-TRY,Altcoins,5,0.1438,0.1931,AL-5: ema_avg_update_lag 1736s > 300s
SEI-USD,Altcoins,5,0.1170,0.1692,AL-5: ema_avg_update_lag 1214s > 300s
SEI-USDC,Altcoins,5,0.1399,0.1806,AL-5: ema_avg_update_lag 1723s > 300s
SEI-USDT,Altcoins,5,0.1725,0.2308,AL-5: ema_avg_update_lag 1439s > 300s
SENT-EUR,Altcoins,5,0.1792,0.2493,AL-1: OKX available but not in components; AL-5: ema_avg_update_lag 1690s > 300s
SENT-TRY,Altcoins,4,0.1795,0.2548,AL-1: OKX available but not in components; AL-5: ema_avg_update_lag 1218s > 300s
SENT-USD,Altcoins,4,0.1699,0.2364,AL-1: OKX available but not in components; AL-5: ema_avg_update_lag 1644s > 300s
SENT-USDC,Altcoins,4,0.2008,0.3045,AL-1: OKX available but not in components; AL-5: ema_avg_update_lag 1195s > 300s
SENT-USDT,Altcoins,5,0.2072,0.2976,AL-1: OKX available but not in components; AL-5: ema_avg_update_lag 1777s > 300s
SHELL-USDT,Altcoins,4,0.2441,0.4633,AL-5: ema_avg_update_lag 1933s > 300s
SHIB-EUR,Altcoins,5,0.1516,0.2522,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1548s > 300s
SHIB-TRY,Altcoins,3,0.1440,0.1983,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1383s > 300s
SHIB-USD,Altcoins,5,0.1334,0.2035,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1382s > 300s
SHIB-USDC,Altcoins,5,0.1305,0.1812,AL-5: ema_avg_update_lag 1335s > 300s
SHIB-USDT,Altcoins,5,0.1469,0.2075,AL-5: ema_avg_update_lag 955s > 300s
SIGN-USDT,Altcoins,5,0.5997,0.7757,AL-5: ema_avg_deviation 0.60% > 0.5%; AL-5: ema_avg_update_lag 1431s > 300s
SKL-EUR,Altcoins,4,0.1693,0.2480,AL-5: ema_avg_update_lag 1529s > 300s
SKL-USD,Altcoins,6,0.2361,0.4695,AL-5: ema_avg_update_lag 1343s > 300s
SKL-USDC,Altcoins,5,0.2683,0.4363,AL-5: ema_avg_update_lag 1497s > 300s
SKL-USDT,Altcoins,5,0.2625,0.4883,AL-5: ema_avg_update_lag 1242s > 300s
SKY-EUR,Altcoins,4,0.1708,0.2188,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1157s > 300s
SKY-USD,Altcoins,4,0.1689,0.2024,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1043s > 300s
SKY-USDC,Altcoins,4,0.1942,0.2321,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1703s > 300s
SKY-USDT,Altcoins,4,0.1768,0.2154,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1623s > 300s
SLP-USD,Altcoins,4,0.2360,0.3717,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1115s > 300s
SLP-USDT,Altcoins,5,0.2349,0.4297,AL-5: ema_avg_update_lag 1571s > 300s
SNDK-USDT,TradFi,3,0.3844,0.4467,TF-1: dxFeed available but not in components
SNT-EUR,Altcoins,2,0.2112,0.2493,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1749s > 300s
SNT-USD,Altcoins,2,0.1761,0.2070,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1225s > 300s
SNT-USDC,Altcoins,2,0.1851,0.2363,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1368s > 300s
SNT-USDT,Altcoins,2,0.1688,0.2068,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 981s > 300s
SNX-EUR,Altcoins,5,0.1965,0.3538,AL-5: ema_avg_update_lag 1850s > 300s
SNX-TRY,Altcoins,5,0.2429,0.3923,AL-5: ema_avg_update_lag 1839s > 300s
SNX-USD,Altcoins,5,0.2265,0.3854,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 2028s > 300s
SNX-USDC,Altcoins,5,0.2419,0.3606,AL-5: ema_avg_update_lag 1858s > 300s
SNX-USDT,Altcoins,5,0.2972,0.4267,AL-5: ema_avg_update_lag 1896s > 300s
SOL-EUR,Topcoins,7,0.1991,0.3282,TC: ema_avg_deviation 0.20% ≥ 0.15%; TC: ema_max_deviation 0.33% ≥ 0.3%
SOL-USDC,Topcoins,5,0.1819,0.2558,TC: ema_avg_deviation 0.18% ≥ 0.15%
SOL-USDT,Topcoins,5,0.1671,0.1792,TC: ema_avg_deviation 0.17% ≥ 0.15%
SONIC-EUR,Altcoins,1,0.1859,0.1859,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1633s > 300s
SONIC-USD,Altcoins,4,0.2338,0.3544,AL-5: ema_avg_update_lag 1638s > 300s
SONIC-USDC,Altcoins,4,0.2698,0.3722,AL-5: ema_avg_update_lag 1777s > 300s
SONIC-USDT,Altcoins,4,0.2570,0.3827,AL-5: ema_avg_update_lag 1365s > 300s
SOON-USDT,Altcoins,4,0.2338,0.3749,AL-5: ema_avg_update_lag 1803s > 300s
SOPH-USD,Altcoins,4,0.1712,0.3444,AL-5: ema_avg_update_lag 1733s > 300s
SOPH-USDT,Altcoins,3,0.1853,0.3179,AL-1: OKX available but not in components; AL-5: ema_avg_update_lag 1820s > 300s
SPACE-TRY,Altcoins,3,0.2785,0.3544,AL-5: ema_avg_update_lag 1222s > 300s
SPACE-USD,Altcoins,4,0.3271,0.4326,AL-5: ema_avg_update_lag 1172s > 300s
SPACE-USDT,Altcoins,4,0.4284,0.5492,AL-5: ema_avg_update_lag 1692s > 300s
SPK-EUR,Altcoins,4,0.1371,0.1791,AL-5: ema_avg_update_lag 1787s > 300s
SPK-USD,Altcoins,4,0.1080,0.1583,AL-5: ema_avg_update_lag 959s > 300s
SPK-USDC,Altcoins,4,0.1772,0.2313,AL-5: ema_avg_update_lag 1748s > 300s
SPK-USDT,Altcoins,4,0.1787,0.2288,AL-5: ema_avg_update_lag 1806s > 300s
SPURS-USD,Altcoins,2,0.1823,0.2229,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1354s > 300s
